,id,original_language,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime,director,actor1,actor2,production_company,production_country,genre
108,1067950,de,19.459,2023-12-06,Girl You Know It's True,7.6,25,0,0,124,Simon Verhoeven,Elan Ben Ali,Tijan Njie,Leonine Studios,Germany,Drama
109,455558,en,13.556,2017-09-07,9/11,5.2,199,5500000,200000,90,Martin Guigui,Charlie Sheen,Whoopi Goldberg,Vitamin A Films,United States of America,Drama
110,1115379,zh,13.656,2023-10-21,Only the River Flows,6.5,26,0,42686993,102,Wei Shujun,Zhu Yilong,Zeng Meihuizi,Hangzhou Dangdang Film,China,Drama
111,659290,it,8.524,2020-10-01,The Ties,6.7,160,0,0,100,Daniele Luchetti,Alba Rohrwacher,Luigi Lo Cascio,IBC MOvie,Italy,Drama
112,1051891,en,11.009,2024-06-21,Thelma,0.0,0,0,0,97,Josh Margolin,June Squibb,Fred Hechinger,Zurich Avenue,Switzerland,Action
113,900379,de,16.195,2023-04-20,Afire,6.992,121,0,2147526,103,Christian Petzold,Thomas Schubert,Paula Beer,Schramm Film,Germany,Drama
114,829402,en,12.898,2024-06-12,Ultraman: Rising,0.0,0,0,0,117,Shannon Tindle,Christopher Sean,Gedde Watanabe,Tsuburaya Productions,Japan,Action
117,923344,ko,12.985,2022-11-21,Next Sohee,7.3,87,0,0,135,July Jung,Bae Doona,Kim Si-eun,Twin Plus Partners,South Korea,Drama
118,1115009,en,13.223,2024-04-26,Unsung Hero,8.5,4,6000000,17614627,113,Richard Ramsey,Joel Smallbone,Daisy Betts,for KING & COUNTRY,United States of America,Drama
120,34326,ja,10.765,1973-01-13,Battles Without Honor and Humanity,7.4,101,150000,0,99,Kinji Fukasaku,Bunta Sugawara,Hiroki Matsukata,Toei Company,Japan,Drama
122,976226,en,8.13,2024-06-14,Cora Bora,0.0,0,0,0,92,Hannah Pearl Utt,Megan Stalter,Jojo T. Gibbs,Los Angeles Media Fund,United States of America,Comedy
123,1001377,fr,8.474,2024-05-29,Salem,5.583,6,0,0,118,Jean-Bernard Marlin,Dalil Abdourahim,Oumar Moindjie,UNITÉ,France,Fantasy
124,848439,en,8.21,2024-03-27,Firebrand,6.4,24,0,0,120,Karim Aïnouz,Alicia Vikander,Jude Law,Brouhaha Entertainment,United Kingdom,Drama
125,881517,en,11.963,2024-06-21,Chestnut,0.0,0,0,0,87,Jac Cron,Natalia Dyer,Rachel Keller,Neon Heart Productions,United States of America,Romance
126,1058617,en,9.449,2024-06-21,Fancy Dance,0.0,0,0,0,91,Erica Tremblay,Lily Gladstone,Isabel Deroy-Olson,Confluential Films,United States of America,Drama
127,1079346,en,15.389,2024-03-08,5lbs of Pressure,6.0,21,0,0,111,Phil Allocco,Luke Evans,Rory Culkin,Filmology Finance,United Kingdom,Thriller
128,1022149,zh,9.622,2024-05-25,Walk The Line,0.0,0,0,0,115,Shubo Guo,Xiao Yang,Yu Ailei,春秋时代（平潭）影业有限公司,China,Drama
129,977246,es,12.311,2024-06-14,Sorcery,0.0,0,0,0,101,Christopher Murray,Valentina Véliz Caileo,Daniel Antivilo,Fabula,Chile,Horror
130,999621,en,11.429,2024-06-07,Brats,0.0,0,0,0,92,Andrew McCarthy,Andrew McCarthy,Rob Lowe,Network Entertainment,Canada,Documentary
131,881544,zh,12.257,2024-05-01,Formed Police Unit,0.0,0,0,0,101,Lee Tat-Chiu,Wang Yi Bo,Johnny Huang,中中（北京）影业有限公司,China,Drama
132,753336,en,10.982,2023-12-08,Origin,6.53,33,38000000,4474931,141,Ava DuVernay,Aunjanue Ellis-Taylor,Jon Bernthal,ARRAY Filmworks,United States of America,Drama
136,904759,ja,14.92,2023-11-17,The Birth of Kitaro: The Mystery of GeGeGe,7.5,8,0,0,104,Gou Koga,Miyuki Sawashiro,Masako Nozawa,Toei Animation,Japan,Animation
137,951022,en,8.404,2024-03-08,Copa 71,7.0,3,0,0,91,James Erskine,Brandi Chastain,Nicole Mangas,New Black Films,United Kingdom,Documentary
138,999849,en,11.605,2024-06-07,Late Bloomers,0.0,0,0,0,89,Lisa Steen,Karen Gillan,Malgorzata Zajaczkowska,Park Pictures Features,United States of America,Comedy
139,1262485,hi,6.489,2024-05-24,Bhaiyya Ji,0.0,0,0,0,135,Apoorv Singh Karki,Manoj Bajpayee,Suvinder Vicky,Bhanushali Studios,India,Action
140,891933,en,12.813,2023-10-14,Sometimes I Think About Dying,6.375,40,0,65871,91,Rachel Lambert,Daisy Ridley,Dave Merheje,Page Fifty-Four Pictures,United States of America,Drama
141,1219644,nl,12.546,2024-06-06,Bite,0.0,0,0,0,103,Guido Coppis,Reinout Scholten van Aschat,Frieda Barnhard,The Rogues,Netherlands,Drama
142,1058128,es,12.619,2024-06-20,The Astronaut Lovers,0.0,0,0,0,116,Marco Berger,Javier Orán,Lautaro Bettoni,Sombracine Producciones,Argentina,Comedy
144,1121956,pl,9.556,2023-09-22,Green Border,7.5,58,0,0,152,Agnieszka Holland,Jalal Altawil,Maja Ostaszewska,Metro Films,Belgium,Drama
145,901121,ko,8.975,2023-09-27,Cobweb,6.5,47,0,0,135,Kim Jee-woon,Song Kang-ho,Lim Soo-jung,Anthology Studios,South Korea,Comedy
146,962319,fr,6.941,2024-01-10,A Silence,4.804,28,0,0,100,Joachim Lafosse,Emmanuelle Devos,Daniel Auteuil,Samsa Film,Belgium,Drama
147,1006012,zh,11.017,2023-11-24,Old Fox,7.5,15,0,0,112,Hsiao Ya-chuan,Bai Run-yin,Kuan-Ting Liu,BIT Production,Japan,Drama
148,732721,en,9.347,2020-10-15,Combat Wombat,6.6,29,0,153303,85,Ricard Cussó,Deborah Mailman,Ed Oxenbould,Like A Photon Creative,Australia,Animation
149,983044,no,13.453,2023-12-25,The Arctic Convoy,6.0,9,6619681,0,105,Henrik Martin Dahlsbakken,Tobias Santelmann,Anders Baasmo Christiansen,Fantefilm,Norway,Drama
150,938508,fi,10.683,2023-12-27,Four Little Adults,7.1,4,2000000,0,123,Selma Vilhunen,Alma Pöysti,Eero Milonoff,Tuffi Films,Finland,Drama
152,1220515,en,9.238,2024-06-13,Treasure,0.0,0,0,0,112,Julia von Heinz,Lena Dunham,Stephen Fry,Seven Elephants,France,Drama
154,1052160,th,10.71,2024-04-25,Love You to Debt,5.0,1,0,300000,135,Waasuthep Ketpetch,Vachirawit Chivaaree,Urassaya Sperbund,GMMTV,Thailand,Drama
155,1158416,fr,10.835,2024-06-05,Waiting for the Night,0.0,0,0,0,104,Céline Rouzet,Mathias Legoût Hammond,Élodie Bouchez,ElianeAntoinette,Belgium,Drama
156,918287,en,12.938,2024-06-07,I Used to Be Funny,2.0,1,0,0,105,Ally Pankiw,Rachel Sennott,Olga Petsa,Barn 12,Canada,Comedy
158,1119550,fr,11.929,2024-06-05,The Little Escapade,8.0,1,0,0,96,Bruno Podalydès,Daniel Auteuil,Bruno Podalydès,Why Not Productions,France,Comedy
159,1020896,no,9.176,2024-02-09,Handling the Undead,5.5,4,4509334,0,98,Thea Hvistendahl,Renate Reinsve,Anders Danielsen Lie,Einar Film,Greece,Drama
162,916588,en,10.628,2024-06-06,Mars,0.0,0,200000,0,84,Sevan Najarian,Trevor Moore,Zach Cregger,Midnight Kids Studio,United States of America,Animation
164,960044,fr,9.082,2023-12-27,The Edge of the Blade,6.707,29,0,0,101,Vincent Perez,Roschdy Zem,Doria Tillier,Gaumont,France,Drama
165,1001072,es,10.13,2024-06-05,The Dog Thief,0.0,0,0,0,90,Vinko Tomičić,Alfredo Castro,Franklin Aro,Color Monster,Bolivia,Drama
166,1257400,fr,11.095,2024-06-05,Meeting with Pol Pot,0.0,0,0,0,113,Rithy Panh,Irène Jacob,Grégoire Colin,Anupheap Productions,Cambodia,Drama
169,879805,en,7.73,2024-06-24,I Am: Celine Dion,0.0,0,0,0,102,Irene Taylor Brodsky,Céline Dion,René-Charles Angélil,Sony Music Vision,Canada,Documentary
170,1259108,ml,7.762,2024-05-24,Mandakini,0.0,0,0,0,125,Vinod Leela,Althaf Salim,Anarkali Marikar,Spire Productions,India,Comedy
171,1105545,en,7.59,2024-06-07,Ex-Husbands,0.0,0,0,0,98,Noah Pritzker,Griffin Dunne,Rosanna Arquette,Play Book Productions,United States of America,Drama
172,1181068,id,8.627,2024-06-13,Ipar Adalah Maut,0.0,0,0,0,131,Hanung Bramantyo,Michelle Ziudith,Deva Mahenra,MD Pictures,Indonesia,Drama
173,1043870,en,11.723,2024-06-14,Reverse the Curse,0.0,0,0,0,105,David Duchovny,David Duchovny,Logan Marshall-Green,Yale Productions,United States of America,Comedy
174,962543,fr,5.909,2022-12-07,The Worst Ones,6.9,61,2600000,19833,96,Romane Gueret,Johan Heldenbergh,Matthias Jacquin,Les Films Velvet,France,Drama
176,870360,en,9.499,2024-06-11,The Day the Earth Blew Up: A Looney Tunes Movie,0.0,0,0,0,90,Peter Browngardt,Eric Bauza,Candi Milo,Warner Bros. Animation,Canada,Animation
177,1257474,en,11.935,2024-06-05,S/He Is Still Her/e - The Official Genesis P-Orridge Doc,0.0,0,0,0,99,David Charles Rodrigues,Genesis P-Orridge,Clarity Haynes,Curatorial,United States of America,Documentary
179,1132483,de,8.327,2024-06-06,War and Justice,0.0,0,0,0,96,Michele Gentile,Luis Moreno-Ocampo,Benjamin Ferencz,Filmperspektive,Germany,Documentary
180,730087,en,7.806,2024-01-21,Eureka,6.5,5,0,0,147,Lisandro Alonso,Viggo Mortensen,Chiara Mastroianni,4L,Argentina,Drama
181,1010639,en,11.295,2023-12-01,The Sweet East,6.71,31,0,103000,104,Sean Price Williams,Talia Ryder,Earl Cave,Base 12 Productions,United States of America,Comedy
182,1214469,en,11.171,2024-06-14,Ghostlight,0.0,0,0,0,110,Kelly O'Sullivan,Keith Kupferer,Katherine Mallen Kupferer,Little Engine,United States of America,Comedy
183,981063,en,4.99,2024-04-04,Before Dawn,7.0,1,0,0,95,Jordon Prince-Wright,Levi Miller,Stephen Peacocke,Prince-Wright Productions,Australia,Drama
185,1203397,en,11.598,2024-06-20,Rite Here Rite Now,0.0,0,0,0,144,Alex Ross Perry,Ghost,Tobias Forge,Trafalgar Releasing,United States of America,Music
186,1048522,en,6.758,2023-08-25,Fremont,6.3,32,3000000,281126,92,Babak Jalali,Anaita Wali Zada,Jeremy Allen White,Butimar Productions,United States of America,Comedy
188,1078082,ms,8.75,2024-06-06,Padu,0.0,0,0,0,97,Faisal Ishak,Fify Azmi,Jojo Goh,Global Station,Malaysia,Drama
190,1146575,id,10.015,2024-06-06,Paku Tanah Jawa,0.0,0,0,0,100,Bambang Drias,Masayu Anastasia,Wafda Saifan Lubis,Loop Entertaiment,Indonesia,Horror
191,1119093,el,7.97,2024-06-07,She Loved Blossoms More,0.0,0,0,0,86,Yannis Veslemes,Panos Papadopoulos,Julio Katsis,Blonde Audiovisual Productions,France,Horror
192,1108988,en,8.697,2024-06-07,Meeting Ms. Leigh,0.0,0,0,0,117,R.S. Veira,Landen Amos,Jeanine Harrington,Dream With Me Productions,United States of America,Romance
193,995746,fr,6.145,2024-04-10,Rosalie,6.3,20,7000000,308326,115,Stéphanie Di Giusto,Nadia Tereszkiewicz,Benoît Magimel,Trésor Films,Belgium,History
194,842931,en,8.244,2024-06-08,Sacramento,0.0,0,0,0,84,Michael Angarano,Michael Angarano,Michael Cera,Bee-Hive Productions,United States of America,Comedy
196,1279121,en,9.701,2024-06-05,Midnight Oil: The Hardest Line,0.0,0,0,0,105,Paul Clarke,Peter Garrett,Rob Hirst,Blink TV,Australia,Documentary
199,1075971,en,9.412,2024-06-07,"Food, Inc. 2",0.0,0,0,26502,94,Melissa Robledo,Michael Pollan,Gerardo Reyes Chávez,Participant,United States of America,Documentary
200,1250870,id,9.183,2024-06-06,Harta Tahta Raisa,0.0,0,0,0,106,Soleh Solihun,Raisa Andriana,Hamish Daud,Imajinari,Indonesia,Documentary
201,1228662,ru,9.125,2024-06-05,Bikechess,0.0,0,0,0,100,Assel Aushakimova,Saltanat Nauruz,Assel Abdimavlenova,Les Films d'Antoine,France,Comedy
203,993092,zh,10.368,2023-08-18,Hello Ghost!,7.5,6,0,0,104,Pei-Ju Hsieh,Jing-Hua Tseng,Ivy Shao,MM2 Entertainment,Taiwan,Comedy
205,1130188,en,9.639,2024-06-05,Vulcanizadora,0.0,0,0,0,85,Joel Potrykus,Joshua Burge,Joel Potrykus,Dweck Productions,United States of America,Comedy
207,481192,en,7.53,2017-10-13,Talon Falls,6.32,89,0,0,75,Joshua Shreve,Brad Bell,Fred Biggs,Terror Films,United States of America,Horror
210,792614,fr,9.588,2023-11-01,Mr. Blake At Your Service!,6.8,30,6700000,0,100,Gilles Legardinier,John Malkovich,Fanny Ardant,Superprod,France,Comedy
212,1275772,en,8.647,2024-06-06,Bitterroot,0.0,0,0,0,82,Vera Brunner-Sung,Wa Yang,Qu Kue,Louverture Films,United States of America,Drama
217,1216276,id,8.089,2024-06-06,Saat Menghadap Tuhan,0.0,0,0,0,125,Rudi Soedjarwo,Rafi Sudirman,Abielo Parengkuan,ReXcorp.,Indonesia,Drama
219,1275903,en,8.577,2024-06-07,Outstanding: A Comedy Revolution,0.0,0,0,0,100,Page Hurwitz,Tig Notaro,Eddie Izzard,Push It Productions,United States of America,Documentary
225,1079482,en,7.804,2024-06-07,This Closeness,0.0,0,0,0,88,Kit Zauhar,Kit Zauhar,Zane Pais,Modern Pleasures,United States of America,Drama
226,850439,en,8.533,2024-06-06,The Damned,0.0,0,0,0,89,Thordur Palsson,Odessa Young,Joe Cole,Ley Line Entertainment,Belgium,Drama
232,1275935,en,7.833,2024-06-06,Rebel Nun,0.0,0,0,0,100,Dominic Sivyer,Helen Prejean,Susan Sarandon,Passion Pictures,United Kingdom,Documentary
233,1208013,en,8.532,2024-06-07,Rent Free,0.0,0,0,0,93,Fernando Andrés,Jacob Roberts,David Treviño,Cashdog Productions,United States of America,Comedy
234,1011516,en,5.501,2024-05-24,The Present,9.0,1,0,0,87,Christian Ditter,Isla Fisher,Greg Kinnear,AGC Studios,United States of America,Comedy
239,971968,fr,5.676,2024-06-19,Being Maria,0.0,0,0,0,102,Jessica Palud,Anamaria Vartolomei,Céleste Brunnquell,Fin Août Productions,Belgium,Drama
242,1275886,en,5.601,2024-06-08,All That We Love,0.0,0,0,0,90,Yen Tan,Margaret Cho,Jesse Tyler Ferguson,Ley Line Entertainment,United States of America,Comedy
245,978035,fr,8.432,2023-12-06,Bâtiment 5,5.958,36,0,923919,101,Ladj Ly,Anta Diaw,Alexis Manenti,Srab Films,Belgium,Drama
246,1216452,fr,8.045,2024-03-13,Heureux Gagnants,6.087,52,0,0,103,Romain Choay,Audrey Lamy,Fabrice Eboué,Les improductibles,France,Comedy
247,978582,en,6.465,2024-06-11,Kid Snow,0.0,0,0,0,127,Paul Goldman,Billy Howle,Phoebe Tonkin,Unicorn Films,Australia,Drama
248,1156130,pl,4.105,2024-04-05,Woman of...,10.0,1,0,52998,132,Michał Englert,Małgorzata Hajewska-Krzysztofik,Joanna Kulig,Plio Ltd,Poland,Drama
255,492200,en,7.486,2024-06-07,Mary Anning and the Dinosaur Hunters,0.0,0,0,0,153,Sharon Sheehan,Sharon Sheehan,Jackie Howe,Mermade,United Kingdom,Drama
257,1139072,en,6.435,2024-05-10,Made in England: The Films of Powell and Pressburger,7.0,4,0,0,133,David Hinton,Martin Scorsese,Michael Powell,BBC Film,United Kingdom,Documentary
259,1244958,en,7.068,2024-06-09,Jazzy,0.0,0,0,0,86,Morrisa Maltz,Lainey Bearkiller Shangreaux,Syriah Fool Head Means,Duplass Brothers Productions,United States of America,Drama
272,586967,ja,4.928,2019-05-10,Leaving the Scene,0.0,0,0,0,127,Yutaka Mizutani,Masei Nakayama,Hoshi Ishida,Toei Company,Japan,Drama
279,1275964,en,6.265,2024-06-08,Adult Best Friends,0.0,0,0,0,90,Delaney Buffett,Katie Corwin,Delaney Buffett,Before the Door Pictures,United States of America,Comedy
287,1212337,en,4.628,2024-06-11,September Says,0.0,0,0,0,98,Ariane Labed,Mia Tharia,Niamh Moriarty,Element Films,France,Drama
292,1190836,en,8.409,2024-06-07,The G,0.0,0,0,0,106,Karl R. Hearne,Dale Dickey,Romane Denis,3Buck Productions,Canada,Drama
293,916712,de,6.343,2022-12-22,Oskar's Dress,7.532,47,0,0,102,Hüseyin Tabak,Florian David Fitz,Kida Khodr Ramadan,Pantaleon Films,Germany,Drama
296,511424,en,6.08,2022-09-30,My Sailor My Love,6.6,14,4600000,159180,102,Klaus Härö,James Cosmo,Brid Brennan,Making Movies,Finland,Drama
297,958734,fr,3.85,2023-09-01,Richelieu,7.6,5,0,0,90,Pier-Philippe Chevigny,Ariane Castellanos,Marc-André Grondin,Le foyer films,Canada,Drama
298,803688,fr,3.889,2023-08-30,Àma Gloria,6.8,23,0,456632,84,Marie Amachoukeli,Ilça Moreno,Louise Mauroy-Panzani,Lilies Films,France,Drama
302,1103731,en,6.915,2024-06-06,In Vitro,0.0,0,0,0,89,Tom McKeith,Ashley Zukerman,Talia Zucker,Arcadia,Australia,Science Fiction
304,1186875,sl,6.886,2024-06-06,Role Model,0.0,0,0,0,98,Nejc Gazvoda,Mojca Funkl,France Mandić,Perfo Production,Czech Republic,Drama
305,168875,de,8.145,2006-02-16,Felix: The Toy Rabbit and the Time Machine,6.0,6,0,0,82,Giuseppe Laganà,Patrick Flecken,Helmut Markwort,ZDF,Germany,Animation
306,1268220,ru,7.177,2024-06-06,Непослушники,0.0,0,0,0,117,Vladimir Kott,Viktor Horinyak,Gosha Kutsenko,Глобал Фильм Дистрибьюшн,Russia,Comedy
307,1241476,zh,8.135,2024-06-01,Life Hotel,0.0,0,0,0,119,Bowen Liu,Huang Xuan,Liu Yan,华谊兄弟电影有限公司,China,Family
308,1292141,ta,6.659,2024-06-07,Dandupalayam,0.0,0,0,0,142,K.T.Nayak,Sonia Agarwal,Vanitha Vijayakumar,Venkaat Movies,India,Crime
320,1249423,zh,5.9,2024-06-15,Black Dog,0.0,0,0,0,106,Guan Hu,Eddie Peng,Tong Liya,七印象（上海）影业有限公司,China,Drama
324,1163269,ja,8.005,2024-06-07,Worlds Apart,0.0,0,0,0,139,Natsuki Seta,Yui Aragaki,Hayase Ikoi,Tokyo Theatres Company,Japan,Drama
325,1000130,ar,3.678,2023-07-19,Hounds,5.853,17,2000000,160478,94,Kamal Lazraq,Ayoub Elaid,Abdellatif Masstouri,Barney Production,Belgium,Drama
